1 3.7 485 2.1 49 1.2 3.1 99 0 99
2 3.7 485 2.1 49 1.2 3.1 99 0 99
3 3.7 485 2.1 49 1.2 3.1 99 0 99
4 3.7 485 2.1 49 1.2 3.1 99 0 99
5 3.7 484 2.1 49 1.2 3.1 99 0 99
6 3.7 484 2.1 49 1.2 3.1 99 0 99
7 3.7 484 2.1 49 1.2 3.1 99 0 99
8 3.7 484 2.1 49 1.2 3.1 99 0 99
9 3.7 484 2.1 49 1.2 3.1 99 0 99
10 3.7 483 2.1 49 1.2 3.1 99 0 99
11 3.7 483 2.1 49 1.2 3.1 99 0 99
12 3.7 484 2.1 49 1.2 3.1 99 0 99
13 3.7 484 2.1 49 1.2 3.1 99 0 99
14 3.7 483 2.1 49 1.2 3.1 99 0 99
15 3.7 484 2.1 49 1.2 3.1 99 0 99
16 3.7 484 2.1 49 1.2 3.1 99 0 99
17 3.7 484 2.1 49 1.2 3.1 99 0 99
18 3.7 484 2.1 49 1.2 3.1 99 0 99
19 3.7 484 2.1 49 1.2 3.1 99 0 99
20 3.7 484 2.1 49 1.2 3.1 99 0 99
21 3.7 483 2.1 49 1.2 3.1 99 0 99
22 3.7 483 2.1 55 1.2 3.1 99 0 99
23 3.7 483 2.1 55 1.2 3.1 99 0 99
24 3.7 483 2.1 55 1.2 3.1 99 0 99
25 3.7 483 2.1 55 1.2 3.1 99 0 99
26 3.7 484 2.1 49 1.2 3.1 99 0 99
27 3.7 483 2.1 49 1.2 3.1 99 0 99
28 3.7 484 2.1 49 1.2 3.1 99 0 99
29 3.7 484 2.1 49 1.2 3.1 99 0 99
30 3.7 484 2.1 49 1.2 3.1 99 0 99
31 3.7 483 2.1 49 1.2 3.1 99 0 99
32 3.7 483 2.1 49 1.2 3.1 99 0 99
33 3.7 483 2.1 49 1.2 3.1 99 0 99
34 3.7 483 2.1 49 1.2 3.1 99 0 99
35 3.7 483 2.1 49 1.2 3.1 99 0 99
36 3.7 484 2.1 49 1.2 3.1 99 0 99
37 3.7 484 2.1 49 1.2 3.1 99 0 99
38 3.7 484 2.1 49 1.2 3.1 99 0 99
39 3.7 484 2.1 49 1.2 3.1 99 0 99
40 3.7 484 2.1 49 1.2 3.1 99 0 99
41 3.7 484 2.1 49 1.2 3.1 99 0 99
42 3.7 484 2.1 49 1.2 3.1 99 0 99
43 3.7 484 2.1 49 1.2 3.1 99 0 99
